pwsid,score_asof,static_only,compliance_asof,enforcement_asof,prior36_violations,prior36_health,outcome,population_served
OH8533812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8533912,28.474544339622643,23.599544339622643,13.75,5,0,0,0,25
OH8534112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8534212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8534312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,28
OH8534412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8534512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,28
OH8534612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,44
OH8534712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8534812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,70
OH8534912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8535012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,110
OH8535112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8535312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,32
OH8535412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,250
OH8535512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,55
OH8535612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,48
OH8535712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,32
OH8535912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8536112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,250
OH8536212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,250
OH8536312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8536412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,80
OH8536512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8536612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,40
OH8536712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8536912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8537012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8537112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8537212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8537312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,175
OH8537313,23.599544339622643,23.599544339622643,0.0,0,0,0,0,162
OH8537412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8537512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8537612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,39
OH8537812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8538012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,192
OH8538112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8538212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,26
OH8538312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,33
OH8538412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,49
OH8538512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,65
OH8538612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8538712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8538812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8538912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,85
OH8539012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,135
OH8539112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,275
OH8539212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8539312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,60
OH8539412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,36
OH8539512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,175
OH8539712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8539812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8539912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8540012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,32
OH8540212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,43
OH8540312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,230
OH8540412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,400
OH8540512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,330
OH8540612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8540812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,197
OH8540912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8541012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8541112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8541212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8541312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,80
OH8541412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8541512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8541612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,33
OH8541712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,125
OH8541912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,250
OH8542012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8542112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8542212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8542312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8542412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8542512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,112
OH8542712,42.79954433962264,23.599544339622643,46.5,35,0,0,0,90
OH8542812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,270
OH8542912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,350
OH8543012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,350
OH8543112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,350
OH8543212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,350
OH8543312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8543412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,43
OH8543512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8543712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,36
OH8543912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,61
OH8544012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,400
OH8544112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,60
OH8544212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,232
OH8544312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8544412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8544512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,120
OH8544812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,40
OH8544912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,90
OH8545012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8545112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8545212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8545312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,28
OH8545512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,46
OH8545612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8545812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,29
OH8546012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8546212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8546312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8546412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8546512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,247
OH8546612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8546812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,180
OH8546912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,47
OH8547012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8547112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8547212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,500
OH8547312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8547412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,480
OH8547512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8547612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8547812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,275
OH8547912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,300
OH8548012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,195
OH8548112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8548312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8548412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,43
OH8548512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,82
OH8548612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8548712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8548912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8549112,28.474544339622643,23.599544339622643,13.75,5,0,0,0,290
OH8549212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,125
OH8549312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8549422,23.599544339622643,23.599544339622643,0.0,0,0,0,0,320
OH8549512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,310
OH8549612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8549712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8549812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8549912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,28
OH8550112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,340
OH8550212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8550312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8550512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,400
OH8550612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,28
OH8550712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8550812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8550912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8551012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,27
OH8551112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,48
OH8551212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,500
OH8551312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,478
OH8551412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8551512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,250
OH8551612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,45
OH8551712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,80
OH8551812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8552012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8552112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8552212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8552312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,500
OH8552412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,500
OH8552512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,68
OH8552612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8552712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8552812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8552912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8553012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8553112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,500
OH8553212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8553312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,385
OH8553512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8553712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8553812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,70
OH8554012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,70
OH8554112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,220
OH8554212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8554312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8554412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8554512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8554612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,108
OH8554712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8554812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,40
OH8555112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH8555312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8555412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,40
OH8555512,36.27454433962264,23.599544339622643,29.75,25,0,0,0,48
OH8555612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,40
OH8555912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8556012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,125
OH8556112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,55
OH8556212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,40
OH8556412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8556512,28.474544339622643,23.599544339622643,13.75,5,0,0,0,128
OH8556612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,80
OH8556712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,75
OH8556812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,75
OH8557012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8557212,39.874544339622645,23.599544339622643,38.75,31,1,0,0,125
OH8557612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8557712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8557812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8557912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,140
OH8558012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,60
OH8558112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,250
OH8558212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8558312,28.474544339622643,23.599544339622643,13.75,5,0,0,0,65
OH8558412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,46
OH8558712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,100
OH8559012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,75
OH8559112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,475
OH8559412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,51
OH8559612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,80
OH8559812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,230
OH8560112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,160
OH8560212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,270
OH8560312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,400
OH8560412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8560512,39.124544339622645,23.599544339622643,33.75,36,0,0,0,60
OH8560712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,125
OH8560812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,135
OH8561012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8561212,23.599544339622643,23.599544339622643,0.0,0,0,0,0,61
OH8561512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,85
OH8561612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8561812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,85
OH8561912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8562012,23.599544339622643,23.599544339622643,0.0,0,0,0,0,60
OH8562112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,140
OH8562312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,400
OH8562412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8562912,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8563412,23.599544339622643,23.599544339622643,0.0,0,0,0,0,80
OH8563512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,28
OH8563612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,48
OH8563712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,60
OH8563812,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8564112,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8564312,23.599544339622643,23.599544339622643,0.0,0,0,0,0,225
OH8564512,23.599544339622643,23.599544339622643,0.0,0,0,0,0,375
OH8564612,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8564712,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8564713,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8564715,23.599544339622643,23.599544339622643,0.0,0,0,0,0,145
OH8564716,23.599544339622643,23.599544339622643,0.0,0,0,0,0,40
OH8564717,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8564719,23.599544339622643,23.599544339622643,0.0,0,0,0,0,35
OH8564720,23.599544339622643,23.599544339622643,0.0,0,0,0,0,350
OH8564721,23.599544339622643,23.599544339622643,0.0,0,0,0,0,212
OH8564724,23.599544339622643,23.599544339622643,0.0,0,0,0,0,223
OH8564725,23.599544339622643,23.599544339622643,0.0,0,0,0,0,83
OH8564726,23.599544339622643,23.599544339622643,0.0,0,0,0,0,220
OH8564727,23.599544339622643,23.599544339622643,0.0,0,0,0,0,30
OH8564728,23.599544339622643,23.599544339622643,0.0,0,0,0,0,50
OH8564730,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8564731,23.599544339622643,23.599544339622643,0.0,0,0,0,0,25
OH8564732,23.599544339622643,23.599544339622643,0.0,0,0,0,0,200
OH8564733,23.599544339622643,23.599544339622643,0.0,0,0,0,0,120
OH8564734,23.599544339622643,23.599544339622643,0.0,0,0,0,0,150
OH2845412,30.31741886792453,17.19241886792453,29.75,28,1,0,0,25
OH2848512,30.542418867924532,17.19241886792453,30.5,28,1,0,0,118
OH2876914,30.61741886792453,17.19241886792453,26.75,36,2,0,0,71
OH2876961,27.167418867924532,17.19241886792453,21.75,23,1,0,0,35
OH3000012,23.566293396226413,23.566293396226413,0.0,0,0,0,0,2000
OH3000022,23.566293396226413,23.566293396226413,0.0,0,0,0,0,2000
OH3053014,23.566293396226413,23.566293396226413,0.0,0,0,0,0,1700
OH3053019,23.566293396226413,23.566293396226413,0.0,0,0,0,0,1700
OH3054614,23.566293396226413,23.566293396226413,0.0,0,0,0,0,700
OH3400814,23.569215094339626,23.569215094339626,0.0,0,0,0,0,900
OH3401612,28.444215094339626,23.569215094339626,13.75,5,0,0,0,2012
OH3434112,23.569215094339626,23.569215094339626,0.0,0,0,0,0,800
OH0346118,66.29447547169812,21.294475471698114,100.0,100,21,0,0,39
OH0500403,23.534735849056606,23.534735849056606,0.0,0,0,0,0,1308
OH0500612,23.534735849056606,23.534735849056606,0.0,0,0,0,0,800
OH0501415,23.534735849056606,23.534735849056606,0.0,0,0,0,0,527
OH0501812,24.284735849056606,23.534735849056606,0.0,5,0,0,0,840
OH7603012,22.332864150943397,15.507864150943398,11.25,23,1,0,0,9186
OH4000015,23.510075471698116,23.510075471698116,0.0,0,0,0,0,800
OH4000203,23.510075471698116,23.510075471698116,0.0,0,0,0,0,1263
OH4000303,23.510075471698116,23.510075471698116,0.0,0,0,0,0,1112
OH4000522,23.510075471698116,23.510075471698116,0.0,0,0,0,0,1500
OH4000703,23.510075471698116,23.510075471698116,0.0,0,0,0,0,550
OH4000803,23.510075471698116,23.510075471698116,0.0,0,0,0,0,825
OH4000903,23.510075471698116,23.510075471698116,0.0,0,0,0,0,543
OH4001003,23.510075471698116,23.510075471698116,0.0,0,0,0,0,714
OH4001303,23.510075471698116,23.510075471698116,0.0,0,0,0,0,1464
OH4001403,23.510075471698116,23.510075471698116,0.0,0,0,0,0,3167
OH4001503,23.510075471698116,23.510075471698116,0.0,0,0,0,0,1084
OH4033512,23.510075471698116,23.510075471698116,0.0,0,0,0,0,1000
OH7651212,67.00786415094339,22.007864150943398,100.0,100,21,0,0,210
OH6002212,23.481712264150943,23.481712264150943,0.0,0,0,0,0,2800
OH3800212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,53
OH3800412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3800612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,55
OH3801212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,120
OH3801312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3801612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
OH3801712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
OH3830012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,60
OH3830112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,35
OH3830312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,350
OH3830412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,100
OH3830512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,44
OH3830612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3830812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,150
OH3831219,23.47204528301887,23.47204528301887,0.0,0,0,0,0,35
OH3831312,29.09704528301887,23.47204528301887,13.75,10,0,0,0,200
OH3831512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,51
OH3831612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,31
OH3831712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,34
OH3831812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3831912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,41
OH3832012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,37
OH3832112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3832212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,190
OH3832312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,62
OH3832412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,112
OH3832512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,28
OH3832612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,33
OH3832712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,27
OH3832812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,37
OH3832912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,32
OH3833012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3833112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,60
OH3833212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,40
OH3833312,28.34704528301887,23.47204528301887,13.75,5,0,0,0,140
OH3833412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3833512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,80
OH3833712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3833812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3833912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,137
OH3834012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,47
OH3834119,23.47204528301887,23.47204528301887,0.0,0,0,0,0,28
OH3834412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3834512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,46
OH3834612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3834712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,80
OH3834812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,45
OH3834912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,29
OH3835012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,258
OH3835212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,27
OH3835312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,100
OH3835412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,64
OH3835512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,29
OH3835712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,27
OH3835812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,100
OH3835912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,100
OH3836012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,28
OH3836112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,41
OH3836212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,48
OH3836312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,65
OH3836412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,42
OH3836512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
OH3836612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,44
OH3836712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,60
OH3836812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,240
OH3836912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3837012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,19
OH3837112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3837212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3837312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,65
OH3837412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3837512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,32
OH3837612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3837712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,175
OH3837812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3837912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,227
OH3838112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,450
OH3838212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,26
OH3838412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,27
OH3838512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,33
OH3838812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,26
OH3838912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,130
OH3839012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,29
OH3839112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3839219,23.47204528301887,23.47204528301887,0.0,0,0,0,0,50
OH3839312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3839412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,77
OH3839512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,80
OH3839612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,80
OH3839712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3839812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,60
OH3839912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,200
OH3840112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3840372,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3840412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,100
OH3840512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,32
OH3840612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,120
OH3840712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
