pwsid,score_asof,static_only,compliance_asof,enforcement_asof,prior36_violations,prior36_health,outcome,population_served
OH3840812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,125
OH3840912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,36
OH3841012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,220
OH3841112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
OH3841212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,183
OH3841312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,235
OH3841412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3841512,35.09704528301887,23.47204528301887,33.75,10,0,0,0,100
OH3841612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3841812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,35
OH3841912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3842012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,52
OH3842312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,45
OH3842412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,160
OH3842512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,200
OH3842612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
OH3842812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,130
OH3842912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3843012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,380
OH3843112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3843212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,293
OH3843412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,75
OH3843612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,101
OH3843712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,200
OH3843912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,100
OH3844212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,50
OH3844412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,50
OH3844712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,55
OH3844812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,112
OH3844912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,80
OH3845312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3845412,29.09704528301887,23.47204528301887,13.75,10,0,0,0,100
OH3845712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,38
OH3845812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,200
OH3845912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,50
OH3846012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,50
OH3846312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,100
OH3846512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3846612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,175
OH3846812,34.34704528301887,23.47204528301887,33.75,5,0,0,0,218
OH3846912,28.34704528301887,23.47204528301887,13.75,5,0,0,0,100
OH3847112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,30
OH3847212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,130
OH3847312,23.47204528301887,23.47204528301887,0.0,0,0,0,0,104
OH3847512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,36
OH3847612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,349
OH3847712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,65
OH3848012,23.47204528301887,23.47204528301887,0.0,0,0,0,0,25
OH3848112,23.47204528301887,23.47204528301887,0.0,0,0,0,0,125
OH3848212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,160
OH3848312,29.09704528301887,23.47204528301887,13.75,10,0,0,0,100
OH3848412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,17
OH3848512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,15
OH3848812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,240
OH3849412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,150
OH3849512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,38
OH3849712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,32
OH3849912,23.47204528301887,23.47204528301887,0.0,0,0,0,0,85
OH3850212,23.47204528301887,23.47204528301887,0.0,0,0,0,0,220
OH3850412,23.47204528301887,23.47204528301887,0.0,0,0,0,0,175
OH3850512,23.47204528301887,23.47204528301887,0.0,0,0,0,0,450
OH3850612,23.47204528301887,23.47204528301887,0.0,0,0,0,0,160
OH3850712,23.47204528301887,23.47204528301887,0.0,0,0,0,0,98
OH3850812,23.47204528301887,23.47204528301887,0.0,0,0,0,0,60
OH3850813,23.47204528301887,23.47204528301887,0.0,0,0,0,0,250
OH3850814,23.47204528301887,23.47204528301887,0.0,0,0,0,0,45
OH3850815,23.47204528301887,23.47204528301887,0.0,0,0,0,0,240
OH3850817,23.47204528301887,23.47204528301887,0.0,0,0,0,0,80
OH3850818,68.47204528301887,23.47204528301887,100.0,100,0,0,0,30
OH3850819,23.47204528301887,23.47204528301887,0.0,0,0,0,0,203
OH3850820,23.47204528301887,23.47204528301887,0.0,0,0,0,0,55
OH2100311,7.0393141509433965,7.0393141509433965,0.0,0,0,0,0,43895
OH3500612,23.454,23.454,0.0,0,0,0,0,1111
OH3500711,24.954,23.454,2.5,5,0,0,0,861
OH3530012,23.454,23.454,0.0,0,0,0,0,501
OH3530112,23.454,23.454,0.0,0,0,0,0,800
OH3536312,23.454,23.454,0.0,0,0,0,0,600
OH5800512,37.17058490566038,23.44558490566038,38.25,15,0,0,0,1780
OH5801003,23.44558490566038,23.44558490566038,0.0,0,0,0,0,700
OH2400912,23.41916603773585,23.41916603773585,0.0,0,0,0,0,55
OH4943512,25.801999056603773,19.276999056603774,21.75,0,1,0,0,85
OH8601512,23.365272641509435,23.365272641509435,0.0,0,0,0,0,750
OH1000412,35.130223584905664,23.355223584905662,34.25,10,0,0,0,50
OH7803603,23.342569811320757,23.342569811320757,0.0,0,0,0,0,2808
OH7831912,23.342569811320757,23.342569811320757,0.0,0,0,0,0,793
OH7832512,23.342569811320757,23.342569811320757,0.0,0,0,0,0,656
OH7836112,23.342569811320757,23.342569811320757,0.0,0,0,0,0,731
OH7838512,23.342569811320757,23.342569811320757,0.0,0,0,0,0,1500
OH7839712,23.342569811320757,23.342569811320757,0.0,0,0,0,0,1000
OH7843912,23.342569811320757,23.342569811320757,0.0,0,0,0,0,1100
OH7848212,23.342569811320757,23.342569811320757,0.0,0,0,0,0,850
OH7848412,23.342569811320757,23.342569811320757,0.0,0,0,0,0,631
OH7848512,23.342569811320757,23.342569811320757,0.0,0,0,0,0,738
OH7848712,23.342569811320757,23.342569811320757,0.0,0,0,0,0,586
OH7851212,23.342569811320757,23.342569811320757,0.0,0,0,0,0,1000
OH7851912,39.91756981132076,23.342569811320757,41.25,28,0,0,0,537
OH7855712,23.342569811320757,23.342569811320757,0.0,0,0,0,0,600
OH7856012,23.342569811320757,23.342569811320757,0.0,0,0,0,0,878
OH2801612,30.667418867924532,14.692418867924529,39.25,28,1,0,0,700
OH8030412,26.913185849056603,16.9381858490566,21.75,23,1,0,0,100
OH1700612,23.268822641509434,23.268822641509434,0.0,0,0,0,0,160
OH2800712,31.96741886792453,14.192418867924529,34.75,49,3,0,0,1200
OH6788512,35.19727169811321,21.772271698113208,26.75,36,2,0,0,100
OH6401503,31.887403773584907,23.262403773584907,26.25,5,0,0,0,59
OH6401803,31.887403773584907,23.262403773584907,26.25,5,0,0,0,305
OH6401903,31.887403773584907,23.262403773584907,26.25,5,0,0,0,146
OH0700203,23.247608490566037,23.247608490566037,0.0,0,0,0,0,160
OH0700703,23.247608490566037,23.247608490566037,0.0,0,0,0,0,336
OH0700812,23.247608490566037,23.247608490566037,0.0,0,0,0,0,33
OH0701012,23.247608490566037,23.247608490566037,0.0,0,0,0,0,141
OH0701903,23.247608490566037,23.247608490566037,0.0,0,0,0,0,366
OH0730012,23.247608490566037,23.247608490566037,0.0,0,0,0,0,200
OH0730112,23.247608490566037,23.247608490566037,0.0,0,0,0,0,76
OH0730212,23.247608490566037,23.247608490566037,0.0,0,0,0,0,28
OH0730312,23.247608490566037,23.247608490566037,0.0,0,0,0,0,43
OH0730412,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0730512,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0730612,23.247608490566037,23.247608490566037,0.0,0,0,0,0,175
OH0730712,23.247608490566037,23.247608490566037,0.0,0,0,0,0,50
OH0730812,23.247608490566037,23.247608490566037,0.0,0,0,0,0,40
OH0730912,23.247608490566037,23.247608490566037,0.0,0,0,0,0,70
OH0731019,23.247608490566037,23.247608490566037,0.0,0,0,0,0,15
OH0731112,23.247608490566037,23.247608490566037,0.0,0,0,0,0,60
OH0731212,23.247608490566037,23.247608490566037,0.0,0,0,0,0,65
OH0731312,23.247608490566037,23.247608490566037,0.0,0,0,0,0,300
OH0731512,23.247608490566037,23.247608490566037,0.0,0,0,0,0,91
OH0731612,23.247608490566037,23.247608490566037,0.0,0,0,0,0,200
OH0731712,23.247608490566037,23.247608490566037,0.0,0,0,0,0,34
OH0731812,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0731912,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0732012,23.247608490566037,23.247608490566037,0.0,0,0,0,0,230
OH0732112,23.247608490566037,23.247608490566037,0.0,0,0,0,0,45
OH0732212,23.247608490566037,23.247608490566037,0.0,0,0,0,0,125
OH0732312,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0732412,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0732512,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0732612,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0732712,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0732812,23.247608490566037,23.247608490566037,0.0,0,0,0,0,250
OH0732919,23.247608490566037,23.247608490566037,0.0,0,0,0,0,150
OH0733112,23.247608490566037,23.247608490566037,0.0,0,0,0,0,60
OH0733212,23.247608490566037,23.247608490566037,0.0,0,0,0,0,60
OH0733312,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0733412,23.247608490566037,23.247608490566037,0.0,0,0,0,0,125
OH0733512,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0733612,23.247608490566037,23.247608490566037,0.0,0,0,0,0,35
OH0733712,23.247608490566037,23.247608490566037,0.0,0,0,0,0,35
OH0733812,23.247608490566037,23.247608490566037,0.0,0,0,0,0,300
OH0733912,23.247608490566037,23.247608490566037,0.0,0,0,0,0,150
OH0734012,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0734112,23.247608490566037,23.247608490566037,0.0,0,0,0,0,500
OH0734212,23.247608490566037,23.247608490566037,0.0,0,0,0,0,500
OH0734312,23.247608490566037,23.247608490566037,0.0,0,0,0,0,500
OH0734412,23.247608490566037,23.247608490566037,0.0,0,0,0,0,300
OH0734512,23.247608490566037,23.247608490566037,0.0,0,0,0,0,60
OH0734612,23.247608490566037,23.247608490566037,0.0,0,0,0,0,60
OH0734712,23.247608490566037,23.247608490566037,0.0,0,0,0,0,300
OH0734812,23.247608490566037,23.247608490566037,0.0,0,0,0,0,150
OH0734912,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0735112,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0735212,23.247608490566037,23.247608490566037,0.0,0,0,0,0,340
OH0735312,23.247608490566037,23.247608490566037,0.0,0,0,0,0,60
OH0735412,23.247608490566037,23.247608490566037,0.0,0,0,0,0,40
OH0735512,23.247608490566037,23.247608490566037,0.0,0,0,0,0,25
OH0735712,23.247608490566037,23.247608490566037,0.0,0,0,0,0,190
OH3900212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,22
OH3900512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,120
OH3900612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,98
OH3900712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,40
OH3901212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,94
OH3901312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,95
OH3901612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,65
OH3901712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,176
OH3901803,23.25334716981132,23.25334716981132,0.0,0,0,0,0,125
OH3901903,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3902003,23.25334716981132,23.25334716981132,0.0,0,0,0,0,160
OH3902103,23.25334716981132,23.25334716981132,0.0,0,0,0,0,250
OH3902203,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3902303,23.25334716981132,23.25334716981132,0.0,0,0,0,0,375
OH3902503,23.25334716981132,23.25334716981132,0.0,0,0,0,0,34
OH3930012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3930111,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3930212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3930312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3930412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3930517,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3930612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3930712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,58
OH3930812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,175
OH3930912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,28
OH3931017,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3931112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3931212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,103
OH3931312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3931412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3931512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,88
OH3931611,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3931717,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3931812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3931912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3932012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3932112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3932212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3932312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3932411,23.25334716981132,23.25334716981132,0.0,0,0,0,0,20
OH3932512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,40
OH3932612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,32
OH3932712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,40
OH3932812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,35
OH3932912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3933012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3933112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,30
OH3933212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,415
OH3933311,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3933412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3933512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3933612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3933712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,181
OH3933812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3933917,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3934012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3934112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,60
OH3934212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,112
OH3934312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,95
OH3934412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3934512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3934612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,90
OH3934703,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3934812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3934912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,56
OH3935012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3935111,23.25334716981132,23.25334716981132,0.0,0,0,0,0,178
OH3935212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,161
OH3935312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3935412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3935517,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3935612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,300
OH3935712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,170
OH3935812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3935912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3936012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3936112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3936212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3936312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,75
OH3936412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3936512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,300
OH3936612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3936703,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3936812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3936912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3937012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,155
OH3937112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3937212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,45
OH3937312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3937412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3937512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3937612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3937712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,36
OH3937812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3937912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3938012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,27
OH3938112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3938217,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3938312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,306
OH3938412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,60
OH3938512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3938612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,69
OH3938712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3938812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,118
OH3938912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3939012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3939112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3939212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,44
OH3939312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,173
OH3939412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3939512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3939612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3939712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,40
OH3939912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,300
OH3940012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3940112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,250
OH3940311,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3940411,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3940512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3940612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3940712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,150
OH3940812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,120
OH3940912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,360
OH3941012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3941112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3941212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3941312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,400
OH3941412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3941512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,55
OH3941612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3941912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,500
OH3942012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3942112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3942211,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3942212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3942312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3942412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,40
OH3942511,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3942612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,140
OH3942712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,50
OH3942812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,140
OH3942912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3943012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3943112,31.27834716981132,23.25334716981132,21.75,10,0,0,0,200
OH3943212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3943312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,400
OH3943512,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3943612,23.25334716981132,23.25334716981132,0.0,0,0,0,0,42
OH3943712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,55
OH3943812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3943912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3944012,23.25334716981132,23.25334716981132,0.0,0,0,0,0,124
OH3944117,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3944212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,113
OH3944308,23.25334716981132,23.25334716981132,0.0,0,0,0,0,25
OH3944408,23.25334716981132,23.25334716981132,0.0,0,0,0,0,30
OH3944508,23.25334716981132,23.25334716981132,0.0,0,0,0,0,75
OH3944608,23.25334716981132,23.25334716981132,0.0,0,0,0,0,100
OH3944611,23.25334716981132,23.25334716981132,0.0,0,0,0,0,75
OH3944616,23.25334716981132,23.25334716981132,0.0,0,0,0,0,75
OH3944712,23.25334716981132,23.25334716981132,0.0,0,0,0,0,200
OH3944812,23.25334716981132,23.25334716981132,0.0,0,0,0,0,77
OH3944912,23.25334716981132,23.25334716981132,0.0,0,0,0,0,60
OH3945003,23.25334716981132,23.25334716981132,0.0,0,0,0,0,125
OH3945112,23.25334716981132,23.25334716981132,0.0,0,0,0,0,17
OH3945212,23.25334716981132,23.25334716981132,0.0,0,0,0,0,19
OH3945308,23.25334716981132,23.25334716981132,0.0,0,0,0,0,30
OH3945312,23.25334716981132,23.25334716981132,0.0,0,0,0,0,30
OH3945412,23.25334716981132,23.25334716981132,0.0,0,0,0,0,26
